Complaints,0
"Horrible customer service!. Feb 29, 2016",customer serivice
"On hold 45 minutes and counting...3x's today!!. They call this customer service?  Personal attention?  A brief delay.  What does Expedia consider breif?  To me it's 5-10 minutes, not an hour!! three times in one day!   I've been on hold 3x's today trying to get through to Expedia!! If they didn't lie to me to begin with, I wouldn't be wasting my valuable vacation time and good money spent being tortured like this, trying to get someone on the phone to assist me...never ever use this service!!",customer serivice
"Useless customer service. I have booked through Expedia for 2 different trips to Las Vegas later this year (one March, one April).  One booking was flight and hotel, the other just hotel.  Prior to booking each, I called Expedia to check on some specific points (wording on hotel was somewhat ambiguous).  In each case I was put on hold while they contacted the hotel to check.  Both times they returned with the response I was hoping for and I booked.  The wording was a 'breakfast on us' deal but then also stated 'breakfast per stay' so the query was did this include breakfast daily or was just once over my entire visit. As the first trip has drawn closer, I decided to seek written confirmation as I have experienced issues before when hotels have tried to play dumb on included extras.  I contacted Expedia customer services via email and eventually received a response telling me 'breakfast was included in my trip'.  I subsequently sent another five requests worded in different ways, each misunderstood with responses confirming I got breakfast.  By this point I had already contacted the hotel direct who advised that I received credit for breakfast once, that was it.  Eventually a week after hearing from the hotel directly Expedia confirmed the same.  If I had known this up front I would not have booked through them as Virgin Holidays offered a much better deal and were prepared to price match (just didn't see the point as no need to). So, given this, I went through the same routine for the second booking which again ended with the same result.  I had been given incorrect information on the phone.  With breakfast costing approx. $30 per day per person at each hotel, this is not an insignificant amount over 6 nights and 7 nights.   My guess and limited defence of Expedia is that their call centres are based in India, so people are using their second language.  I am extremely annoyed with them though as I made the effort to call before booking to clarify.  If you cannot trust the people speaking to you on the phone to understand your questions and provide correct information, you cannot trust the company.  I am now of the view that I will try to avoid using Expedia again at all costs.  I have already cancelled the hotel only booking and booked direct through the hotel's website.",customer serivice
"Will never use Expedia.  Corporate needs to read this.. You have people in the Philippines dealing with your customers that could care less.  I called three times to try to cancel a flight that evening because my daughter had caught the flu. Each time I was put on hold for 45 minutes!!!  The third time after being on hold for 45 minutes some guy picked up and after a conversation of 20 minutes, he said so you want to cancel the flight?  Completely frustrated I raised my voice and said yes.  He hung up on me.  I called Virgin America directly and it took 5 minutes to cancel.  Not only that but Expedia didn't tell me that if I had a doctors note, I could get my $150 rebooking fee back per ticket.  Moreover, the money goes into a bank at Virgin that anyone can use where at Expedia the same person has to use the ticket.  I have spent 10s of thousands of dollars with Expedia and was going to even buy a chunk of the stock.  No more.  Horrible service!  Your loss Expedia!",customer serivice
"The worst customer service I have ever had the displeasure to deal with. I booked a hotel through Expedia in New York, looked great on the website.  Didn't look like that when I got there.  It was also in the landing path of LaGuardia airport, looked like the planes would hit the building they were so close.  ALL NIGHT LONG!. Thought that was the worst of it, but when I tried to get a receipt for my expenses, was told Expedia would have to do it since I booked from them.  Figured no problem,  three days now of dealing with hours of waiting on phones to get them on line.  When you do, they promise to email it right out.  They lie.  They can get you an ad real quick though.",customer serivice
Expedia booking Review. I have tried three times to speak with customer service in trying to complete an airline booking....each time they dropped the call after long silences... Very poor,customer serivice
"Expedia customer service Review from East Northport, New York. Our representative became annoyed with us and would not put in sufficient effort to help solve our problem. The phone call ended on the representatives terms, when she transferred me to another misleading line. I would never use Expedia again or recommend it to any of my friends and family. The loops I had to jump through we're not worth it at all. Not happy with Expedia and more so it's unprofessional customer service.",customer serivice
"Nightmare customer service. Wedding plans changed so I had to change two flight days and times. Same airlines. Shouldn�t be a challenge for Expedia, right? 3 phone calls, repeatedly put on hold for long waits, 2 disconnections, 2 agents, 3 supervisors, 5 different stories and never told the same change/cancellation fees. I had no idea who was telling the truth. I gave up.  This is not my first disappointment with Expedia.com. However, this one was over the top. In the grand scheme of things, they won't care at all. I�ll never use them again.",customer serivice
"No customer service - Ex- pedia. I have spent 4 hours trying to resolve an issue for my ill daughter looking to return from Africa.  I have had 3 calls dropped, including one after 1 42 minutes wait on the phone for a supervisor.  I have called 6 times.  What does it take to get through and not have the call dropped? I am calling about an incorrect name, something that should take 5 minutes.  My daughter also spent 5 hours trying to get this resolved. If you are going to have customer service by phone, then you need to make sure the calls don't get disconnect,dropped, or I guess even worse if the expedia person just hung up",customer serivice
"Other Product Review. Let me use my *** credit!!! On hold for for 8 hours!! Are you kidding me?! How are there no class action law suits?! This HAS to be illegal. Give me what is rightfully mine, you pieces of ***.",customer serivice
"Coupon Review from Los Ranchos De Albuquerque, New Mexico. Hi, I am contacting you because I recently had a horrible customer service experience. On Tuesday I called in because I saw an offer for 50% off if booked a hotel within 72 hours. I called in to book and the 1st representative I spoke with saw this offer and attempted to apply it. She told me that the hotel I wanted to book would not accept that coupon because it was already giving me a members discount. I then asked her if she would change the hotel to The Palmer House Hilton in Chicage and she told me that I could do it myself online. I informed her that it was not giving me the option to add a coupon code upon checkout. I tried to apply it while she was on the line and I hear he say ""oh my God"". I am assuming she thought she muted the phone. I brought this to her attention and asked of she was frustrated. She said no, and that she had to transfer me to another department to apply the code. Instead of transferring me to a different department (which I was told later that there isnt another department) she just dropped me back in the ***. The second representative failed to listen to the issue and offer any type of empathy or understanding. She said that she could no longer see the offer and she would just add a $50 coupon for the inconvenience. I informed her that it wasn't sufficient as I was told I would be getting 50% and the previous rep could see that coupon. She informed she couldn't see it and there was nothing that could be done. I then asked to be �transferred to a manager. The manager then came on the line and again failed to offer any type of customer service. No empathy was shown to me for having been on the phone for almost 2 hours, and she also said that there was nothing she could do. I asked to speak with another manager and she said there was a department that was over her and she would transfee me. I waited on hold another 30 minutes and then the call was disconnected on me. I am truly upset as I have booked hotels and flights with you guys. I wold like for someone to reach out to me so that I can get this resolved.� Thanks, Jerrod Williams",customer serivice
"Worse ever!. I have used several travel services and Expedia is the absolute worse.  Do not book anything through them.  There customer service is horrible.  The wait times, when you have an issue are 20 to 40 minutes.  They are happy to work with you and assist in getting your money, but when you need help, forget about it!!!!  Booked a hotel through Expedia, had to leave early due to the weather.  When I called for a refund, I got bounced back and forth.  Was told to call the hotel for refund.  Called the hotel, they had no problem but since it was booked through Expedia, I had to go through them.  They again said I had to go through the Hotel.  Called the Hotel,  talked to the Manager, and they said this is normal on cancellations and they are happy to do what they can but the billing and therefore the refund on my card had to go through Expedia.  Still trying to get Expedia to refund!!!!  Like I said, don't walk, run from EXPEDIA.com!!!!",customer serivice
"The Decline of Expedia. I just spent over an hour on the phone with Expedia trying to do a simple flight change. I was very patient as they shuffled me around to various departments, placed me on multiple hold, and repeated myself at least 5 times because both the agent and supervisor did not speak English well. At the end of his hour the rates had gone up by $30. I explained to the supervisor that their inadequacies should not be my penalty and asked him to honor the difference as I have been a loyal customer for several years. Not only did he take that opportunity to save my business but he did not even acknowledge the inconvenience. Expedia will be out of business soon. Google Flights is not only a superior product but also much more convenient and customer focused. Do not waste any more time with Expedia.",customer serivice
Expedia Booking Review. Expedia is Horrible. This is the first and last time I will use this service. They screwed up my reservation. Then when I tried to rectify I was on the phone for 2 days for hours on end. They must have put me on hold 50 times and each time for a good 20 minutes or more and after all this I still haven't gotten their screwup fixed.  DO NOT USE EXPEDIA!!!!!,customer serivice
"Hold for ever. Arrived at airport at 7:35AM for Flight to Hawaii, with flight departure time of 9:30AM. We received no email addressing this change in flight time. Hawaii airlines employee stated we missed our flight. We were very upset. She also stated that this is not the first time that Expedia failed to communicate with their customer as to time changes. She also stated that they had seats available for the next Flight which would leave at 7:30am on 1/9/16.  We immediately called Expedia customer service from the airport and requested to be rebooked on this flight. We never got a straight answer and then went to supervisor. After approximately 90 minutes we were disconnected. This continued through out the day with a total time of at least 6 hours on hold then being disconnected. The airlines were are savior as they booked us for the next day. Expedia was rude and never is there any need to be place on hold and disconnected at least 5 times after more then an hour hold. It was an emotional roller coaster that day",customer serivice
"Two & a half hours on the phone waiting for bad news. I booked airline reservations seven months ago, July 2015 with Expedia. Everything went smoothly, then in Jan. 2016 they abruptly changed my flights with American Airlines and refused to change or cancel my reservations and go with another carrier.  I waited 2 & 1/2 hours waiting on the phone for this outcome.  Do not use them, they do not really want to help you, especially if you are disabled and forced to sit in seats difficult to get to.  What's the purpose of making reservations 10 months in advance only to be bumped off and given the worst seats on a plane??",customer serivice
"Excellent customer service. I booked three rooms in the hotel ""Dream Bangkok"" through Expedia. However, the circumstances changed (two of my family members are not able to join us for the trip) and I had to cancel one room. I went to the Expedia website and found out that this reservation is not eligible for cancellation. I haven't done complete research but I think this is hotel policy because some reservation can be cancelled in Expedia. I decided to call Expedia as I didn't wanted to pay for the room we will not need. The way it works is you put your phone number on Support website and someone from Expedia will call you back within five minutes. I got an incoming within fifteen seconds. I explained my story to the customer service representative and he told me about how this particular reservation cannot be cancelled, but however, much to my surprise, he told me that he is going to call the hotel and see if he can get the hotel to agree to cancel reservation for one room. After being few minutes on hold, he came back and said that no one with the authority is available at this time (it was 3 AM Bangkok time) and I should call Expedia back in few hours. I obliged and called them back. The second customer service representative was equally helpful. She said she found some notes left by the previous representative and she is going to call the hotel right now. Long story short, she managed to cancel my extra reservation. This is the most helpful and not to mention sympathetic customer service experience I ever had. I am off course happy to get my refund but more importantly this was a very pleasant experience through and through. Very well done Expedia!",customer serivice
"Expedia Booking Review from Bellevue, Washington. After 3 hours and 20 minutes on the phone with this company, my original fare doubled, I was treated like garbage by their Manager Diego and ended up in tears and with a severe asthmatic reaction. After faithfully using this service for 10 years, I am appauled by the disdain with which I was treated. After doubling the price of my ticket, the corporate services representative proceeded to tell me that the experience I received was my fault, and that had I sumply acquiesced to the policy recitals dished out to me, I would have had a speedy resolve. Silly me for thinking that behind policies were human beings who could make a judgement call based a client's situation... There is absolutely no advantage to using this service. Had I gone directly through the airline, I would have ended up spending less and not being treated like a fool... I would admonish the public, do not use this service. Masked behind the promise of low fares is a racket to sell a series of one-way tickets at the ultimate expense of the customer. You will never win with Expedia! Merlyn B",customer serivice
We have very important matter to address but the all the numbers posted are not answering our call.,customer serivice
"It shows Refund overdue. Whenever I call, they hang up. What time is best to call customer service?",customer serivice
I am trying to contact them for a new reservation but they do not answer,customer serivice
Hello my name is Idjikhala soumbounou i have been calling expedia for 3 month regarding my Flight March 21 from dakar to New YOrk that they canceled because there was no flghts i have been very patient everyday i call they put onhold 3 to 4 hours,customer serivice
Refund for hotel is over due. My refund for the cancelled hotel is over due. Can not contact anyone at Expedia. Poor service.,customer serivice
Buy new flight with credit. Ive been on hold for almost 7 hours trying to reach an agent to use my flight credit.,customer serivice
"Again, on the phone on hold, again. No human to speak with. Over 20 minutes 5 plus times on hold. Trying to chat online, no human. All illusions. Then I try to call their corporate office for resolution, yet again, no communication. Hmm.                            User's recommendation: Book independently elsewhere for they provide no resolve to care.",customer serivice
Need to speak to a real person please!!! Please Call me 904-705-8210!!!!                            User's recommendation: Not right now.,customer serivice
Called em like yu advised me to cost me 13 pounds for a four minute call then was cut off thanks for that sent them about 30 plus emails asking for my money back so can kiss my 500 pound goodbye the thirteen bastards so yes yu could say I'm very pissed off,customer serivice
"They never answer, I'm having issues with my package that I bought this is the first time I have issues with you guys                            User's recommendation: Have more costumer service representatives.",customer serivice
"I spent hours 6+ hours on the phone with Expedia and British Airways about a week and a half ago. Expedia was having trouble getting in contact with British Airways, so they said I would receive an email with a resolution within 72 hours. I still have not received an email.",customer serivice
"I did try contact with Expedia customer service, but is not possible, emailed them few times, didn't reply, called them didn't answer, very BAD service!!! I'll never buy the tickets from them anymore!!!",customer serivice
I have called customer service with several attempts to actually speak to a representative and have sat on hold each time for over 48 minutes - an hour and a half. I get transferred to a new person and not one of the representatives that I talked to has a last name? I have tried 3 different people and keep getting transferred. I am going on over 1:04:19 of my day being on hold and being transferred to people that have no idea what is going on!!                            User's recommendation: DO NOT USE EXPEDIA.,customer serivice
No return answer. Nothing no response to my questions.,customer serivice
No one answered my calls was hung up on several times. No email response had no idea what was happening still dont.                            User's recommendation: Do not book through this company. No one answers you when something goes wrong.,customer serivice
Ive tried to call numerous times. I would like to get a call from a manager if possible 252-717-7544.,customer serivice
"Lack of customer service. I have been trying to contact Expedia for two days, I waited on hold for 5 hours to have a lady answer and say she couldn't hear me and hung up, I called back and held for another 5.5 hours, the recording stopped and I was left with plain music as if the line went to sleep. I tried to cancel with a link Expedia sent in a text to only be told all agents were busy and to try back. Has anyone found anything to work? Very frustrated, I understand that the world is crazy but companies should know that in a time on need and craziness customer service is extremely important and with the way Expedia is handling things they will hurt there busy in the long run.                            User's recommendation: 2.",customer serivice
Extremely pissed as the person I spoke to in the reservations team was extremely un helpful.i will not use any of your sites again after talking to him. he just hung up on me.,customer serivice
184276. You people are so funny like I didnt try your customer service department first. I would really appreciate a phone call from a real person and not the run around you get from your automated phone numbers.                            User's recommendation: I would not recommend your service to anyone.,customer serivice
Charged my account 3 times but also stated i had to pay at the property. Expedia was rude when i called in. Wouldn't let me finish a sentence kept cutting me off and kept stating that i didn't know what i was talking about. So my bank account was ovet drafted and i have return fees my account was closed. EXPEDIA HAS MADE IT SO I CAN NOT GET MY LITTLE SISTER TO THE DIFFERENT CANCER FACILITIES TO TRY DIFFERENT TRIAL MEDICATIONS.I WORK VERY HARD FOR WHAT I HAVE AND FOR IT TO BE TAKEN AND GONE JYST UNNOTICED I AM NOT GOING TO STAND FOR THAT MY LITTLE SISTER IS DYING FASTER WITH EVERYDAY. WITH NO HELP AND NO WAY TO AFFORD TRAVELING. SHE IS STARTING TO GIVE UP HOPE. PLEASE SOMEONE HELP ME MAKE THIS RIGHT.                            User's recommendation: DONT USE.,customer serivice
Can�t reach them after 15 hours over the phone. Mar 25,customer serivice
"CANNOT GET ANY ONE TO RESPOND. HAVE TRIED FOR TWO DAYS TO GET ANYONE TO RESPOND,.. VERY AWARE THEY ARE EXTREMELY BUSY... GOT AN AGENT ONCE AND THEN POOF THEY WERE GONE,,, NEVER USE THEM AGAIN",customer serivice
Not working cant connect nobody answering                            User's recommendation: Don�t book.,customer serivice
I called more than 50 times and stayed on hold for three hours with no answer                            User's recommendation: Better service.,customer serivice
I have not spoken to any person. It was a recording. I waited for almost an hour and no one answer the phone.,customer serivice
No answear from you. please call me at 317-294-8476 as soon as possible- travel to Italy is prohibited and Expedia can be in big trouble                            User's recommendation: do not use!!!!,customer serivice
Had issue with costermer service at Jack's Brook regional airport with the company hertz,customer serivice
"Unfortunately Canada help center line is busy for long time, and the US center would not help solve my problem because I was booked with the Canadian center.",customer serivice
I called regular customer service once again to try to resolve this before escalating. They still could not assist.,customer serivice
TOLD TO WAIT 48-72 HOURS. ... NO SUPPORT... NO RESPONSIBILITY....,customer serivice
Expedia Customer Care Review. I have made a reservation from Amman to Istanbul 2 weeks ago. The flight was cancelled by Expedia and I didn't get my money back (refund). I called and sent messages to customer service but with reply or attention. My reservation number is 7210586169499. Anyone knows how do i get my money back. Thank you,customer serivice
"Short Review on September�18,�2016. no costumer service website no online dept",customer serivice
"Expedia (lack of) customare care. As I have a long wait at Incheon, perhaps a good way to spend my time here is to write a long post about Expedia Customer Care. I am not one of the online complainers. In fact, I believe that this is the first time I vent my anger publicly since the inception of the Internet, but I thought that sharing my experience might help others. This time I really don�t know what else I could do, the way @Expedia (@ExpediaAsia) has been dealing with me is truly beyond comprehension. Instead of an emotional outburst, let me simply state the facts, in chronological order.(1) I bought a ticket on @Expedia many months ago from Hong Kong to Lisbon on Turkish Airlines.(2) Two weeks ago I received an email with subject ""URGENT: PLEASE CALL Flight change"".  It explained that Turkish airlines had changed their schedules and thus my flights would have to be rescheduled.  Completely normal so far.(3) I called the number provided (+852 3077 5711), and after going through many menu options I got the ""all out agents are busy"" response and was asked to leave a message. (4) Two hours later an agent returned my call from Phoenix, AZ (+14802708191). He repeated what�s in the email and told me that he would refer my case to their ticketing department. He couldn�t tell me anything about alternative options, but promised that an agent would call within a day or two.(5) The next day I received a second email, in which they thanked me  for contacting them ""under case-id S-128330245"" and that their ""concerned team will contact [me] within 07-10 days"".(6) Not knowing why this would take 7-10 day, I responded to their email asking to let me know how to get in touch with an agent who actually can help. This in return triggered another email from Expedia, in which they informed me, in Cantonese, that they are not able to deal with English messages (_________________________________________).(7) I asked somebody in the office to try to track them down and speak with them in Cantonese. She managed to speak with different people repeatedly over a period of three days, but all they said to her is that somebody ""will contact"" me. The last phone call was 10 days ago, but still not a word from @Expedia (@ExpediaAsia).(8) What I got instead was an email request to fill in a form to indicate how satisfied I was with their customer service.I have used @Expedia many times in the past. Obviously, when the flights don�t change, their role is limited to issuing the tickets. Clearly, they are just plain miserable when a follow-up action is needed. I am not particularly worried about losing this booking (there are so many other exciting destinations), but let me know if you have an idea of how to move forward.",customer serivice
"NO customer service from Expedia. I made a reservation through Expedia and received a confirmation by email.  When I tried to check into the hotel they did not have my reservation and they were sold out.  I called Expedia who claimed their computers were down and to call back in 2 hours.  I told them this was not acceptable and I needed assistance.  I spent 2.5 hours on the phone with 3 agents, 2 managers and long periods of time on hold.  I had to call back twice after being cut off.  In the end it turns out that Expedia takes no responsibility for the service they offer, left me to find another hotel on my own, pay the additional cost of a more expensive room with no discounts that I had with my additional reservation and added cab fare to get to another hotel.  Expedia does not apologize, offer assistance or care.  DO NOT USE EXPEDIA.  They take advantage of people who believe they have received a service with honesty and integrity.  Expedia has none!",customer serivice
"On hold for 4 hours. Could not answer my question about a refund - they place you on hold hoping you go away! They ask your call back number in case you get disconnected but when I asked if they can call back once they found the answer to my question they said, no then the call starts over! 4 hours and still on hold!!! on the ticket they issued me they know how much of a refund I get but they keep placing me on hold and not telling me the amount. Expedia then blames the airline saying it's the airlines rules that keep them from giving a refund, when it's Expedia!",customer serivice
"WORST customer service I have ever experienced. Lost my money and spent 5 hours on phone with customer service for NO SOLUTION!. This is the worst company I have ever dealt with. I was a loyal customer of Expedia for many years.  I entered flight #4523 - they did not say in any way shape or form that the flight I entered was changed to 4244. Somehow they took my money and put me on #4323 at 6am instead of 4523 @6pm. I figured this out when I went to go choose my seat. I called expedia and explained I could not get to the airport at 6am for my flight since I was staying 3 hours away and there were no rental car companies open for business at 2am! They kept me on the phone for 2.5hours and the call dropped or they hung up on me. I called back to wait on hold for another 3 hours because they did not notate my account so I had to go through the entire explanation all over again. First they told me it would be $200 to change my flight time, then the next manager told me it would be $386 to change flight time. They wasted my time and gave me the run around only to ruin my trip and steal my hard earned money.   I was so desperate that I called American airline after crying while having a panic attack. American Airlines fixed my problem and clearly told me to NEVER book through expedia again. So I called expedia to close my account and they told me they would cancel my reservation if I closed my account! That is HORRIBLE!! They robbed me then held my reservation as ransom to have me not close the account. I have accumulated thousands of point over the years with expedia and cannot believe they are willing to lose a lifetime loyal customer over this. This is the worst experience I have ever had with any company in my entire life. This is now my life mission to inform everyone in any which way I can, to NEVER book through this company unless they want heartache pain and theft of their money. I am so upset and cannot believe what a day I've had dealing with them. I truly hate expedia and am planning on speaking with my HR department on Monday morning so that they lose over 400 business customers listed under my employer's account. WORST company in the world! Their call centers are outsourced through india, they do not even keep loyal American employees they even steal jobs from our country. SHAME ON YOU SHAME!!!",customer serivice
"The worst - no follow up - no attention span. I am on hold as we speak, this day has been even worse than usual as I have spent 2 + hours trying to: 1) Cancel a flight (paying the fee) 2) Book another trip using the credit 3) Get a confirmation We got stuck on step two.  One agent said she would call me back - never happened.  She said she would leave notes for another agent - nope.  I am now on agent two - who is ruder and less interested than the last one.  Why am I stuck ruining my day due to their incompetence?  The best part?  Their website won't let me complain!  It just keeps bringing the same old screen up again and again and will not move forward.  Anyone know a better service?  I spend upwards of $10K per year - they don't care.",customer serivice
"Expedia.com sucks! customer service leaves you on hold for hours. When I booked into the COVE Atlantis, I was told by the front desk that my hotel was only booked for one night of my expected 3 night stay. Our flighthotel to atlantis was scheduled for 4 days3 nights from 7/20-7/23. We checked into our room and called the expedia.com customer service which basically continue to transfer us from one person to another which you then also have to repeat the issue you are having and all of your information. We were on hold for 5 hours! This is not a typo folks... 5 hours!!!!!!!! We were just transferred from person to person and finally was connected to a manager who also kept on hold for a hour. Totally ruined out first day!! Our question was how did the website allow us to book a flight for a specific date range and not include the same dates for the hotel.  NO WE DID NOT CLICK ON I ONLY NEED A HOTEL FOR PART OF MY STAY. The manager was attempting to get an answer for us and never got back to us or gave a reason as to why this happened. I think their method is to keep you on hold as long as possible so that you eventually hang up. I don't know how they are business when they allow to leave their customers on hold for over 5 hours while they are on vacation! To conclude, we never received and answer from expedia.com or explanation. We eventually hung up the phone after 5 hours in total frustration which basically ruined half of our vacation. We will never use expedia.com again! Beware and stay away!!!! This website is horrible!",customer serivice
"Expedia Unpublished Fair Scam/Poor customer service. Booked an unpublished fair room in Lake Charles, LA. I understood the policy of no refunds for this type of room. At worst I expected to be given a lower star hotel masquerading as a higher star hotel. After proper research to ensure my room would be in the vicinity of Lake Charles, I booked. However, the room I was given was in The Netherlands. I assumed this was a computer error. However, after calling customer service, I was told they were not aware of any computer errors, that it was my fault, and that I was not due a refund or hotel change because of policy. After 3 hours of talking to customer service reps, supervisors, and management plus being disconnected once, they told me I could have a $50 voucher good towards another booking. However, that was less then I paid for the room. Needless to say, I was finally given all of my money back but not before I was told that this was a one-time only exception. I wasted my time dealing with this company and decided not to even go on the weekend getaway! I only received my money back because of my persistence. Please don't give up if you are dealing with this company!",customer serivice
"Pissed. i was on the phone with expedia costumer service service for 2 hrs trying to rebook a flight using a credit voucher. 1st call waited on hold for 1 hr 10 mins to be hung up on. 2nd call back, they hung up again , 3rd call back, finally got booked. i will never book with expedia again. i have never had such a bad experience trying to use a $153. credit voucher. i have booked flights and hotels in the past with expedia without problems. But try to get $ back and be prepared for a fight. I had to go through the process of telling them which flight i wanted with each phone call back and giving my payment info again.",customer serivice
"Absolutely terrible customer service. I had one bad experience with Expedia and a second terrible experience. The bad experience was as follows: I booked a flight through Expedia.com, but later on I needed to make some changes. I was unable to do it online myself so I called the customer service. It took them literally 1 hour and 20 minutes to change my flight! They were unable to find the new changes I asked for, even though I had the website open in front of me and the flight I wanted was available. The worst experience was as follows: I booked a flight on Air France through Expedia.com. I needed to change the date of my return flight. I was unable to do it online myself so I called Expedia customer service. At first it took them one hour to understand what I wanted to change, even though I had their website open on my laptop and the new flight i wanted was available. Second, it took them another hour to try and make the changes. They were unable to change my flight, so they contacted Air France. Air France had another issue of their own and couldn't change the date of my return flight. After literally 2.5 hours of being on the phone, the Expedia customer service told me: 1) It's not possible to change the date of the return flight 2) If i cancel the ticket or a part of the ticket, I will not get a refund nor airline credits (however, on my itinerary it clearly states that if I cancel the ticket I can get airline credits) 3) The only option I had was to book another one way ticket on a different airlines for $770 extra (keeping in my mind that I am losing money from the return ticket I already had) I hung up the phone after 2.5 hours without any solution to my problem. I went on Air France website again and tried to change the flight myself, somehow it worked. I was able to change the date of my return flight without any difficulty, it cost me $190. So, Expedia customer were no help at all. I do not understand why their system is different and doesn't show all the flights that the general public is able to see on expedia.com And I still don't understand why it took Expedia and Air France 2.5 hours to figure out how to change the date of a flight and failing to do so. Never again will I use Expedia.com, even if I win free tickets or accommodation.",customer serivice
"Expedia Vacation Package Booking Review. Horrible customer service. Never fully explain restrictions and when you cancel it is very difficult to re book. Always on hold. Could be waiting an hour. Horrible,horrible,horrible. Will never use again",customer serivice
"Awful customer service. I needed to add a child to my itinerary and has put on hold for 3 hours off and on.  I also had a statement in my booking to contact the hotel to arrange for transfers.  The transfers were not free.  They cost 234 dollars.  The transfer problem happened on my last trip and I let it slide.  I must complain after it happened a second time.   My major concern is that when I called back numerous times, they put me on hold multiple times.  I never received an answer to the question.  I am so upset with myself for using this company.  I thought they were trustworthy.  I will use a travel agent in the future.",customer serivice
"Complaint against the customer service about my hotel e perience. THIS IS THE 2ND ATTEMPT TO FILE A COMPLAINT . . .  Expedia ruin my vacation . . . I booked two non-smoking double beds with ocean front for 7 people.  The rooms were to be side by side.  One room had 4 adults and the other room had 2 adults and a 17 yr old child (3 people).  When I arrived to Bermuda, (Grotto Bay), Expedia sent the wrong information to the hotel.  They were putting us in a Room with King size beds.  Unacceptable!  The hotel tried to accommodate us but the only room they had smelled like smoke and they were not close by each other.  We had to wait another day to get rooms which were ocean view, not ocean front.  I was on the phone for over 2 hours with Expedia. After two hours of speaking with over 4 different people, I finally spoke with a supervisor name John and he informed me to start over again. Again, Unacceptable behavior by a supervisor. . .  I felt that I lost an worse experience using entire day with no result from Expedia.  I need resolution from Expedia because this was the worse experience ever.  Pindell_123@icloud.com",customer serivice
"Customer Care Review from Wamego, Kansas. Was on the phone for 45 min, was transferred  4 times. Was told by expedia the hotel would not refund money. Hotel said they would and expedia would not. My husband was there speaking with the manager of the hotel at the same time expedia was calling to verify information.  Finally manager had to threaten to cancel  expedia membership.  We are getting refunded.",customer serivice
"Terrible customer service. The night  before my trip I discovered Expedia accidentally cancelled my flight from Portland, OR to Vancouver BC (for a connecting flight to London).  I spent five hours on the phone, I was put on hold for 45 minutes at a time and transferred to numerous representatives and supervisors. Finally they told me they were responsible but could not book me on an alternative flight.  I booked this myself and had to insist for a refund as one was not automatically offered.  However, I have still been charged for the original flight that was accidentally cancelled.  My email to them has been ignored and my letter to head office has been returned to me unopened.",customer serivice
"Customer Care is careless, dumb and useless. I am trying to change the flight dates for my parents travelling to India. I have been on the phone for three hours and at the end of each hour they disconnect my call. I call back and I end up talking to a different agent and we go in circles about my request. The agent say"" just a few minutes"" and the the cycle repeats. I am now sitting by my phone on the hold and the music going for the fifth time. This is the last time I use Expedia. They are as good as a scam!...someone please do something.........GRRRRR",customer serivice
"Expedia Customer Care Review from Houston, Texas. I paid for a trip hotel stay for seven days in advance. Two days into my trip i gad a critical family emergency and needed to get back home asap. I called expedia and explained my emergency and asked for a one time courtesy refund so i could use the money to fly home. They refused. No compassion and the customers service was rude. Never ever use EXPEDIA! You can expect very unsympathetic and rude people. Im still stuck here and have not been able to get to my critically injured husbands side.",customer serivice
"customer service is awful. I made a non refundable reservation through Expedia.  When I entered my check in date everything was fine.  When I entered my check out date the website jumped ahead several days.  I fixed it twice, then checked to see if multiple nights were required to reserve.  Multiple nights were not necessary, I fixed the check out date and entered my reservation.  On my confirmation Expedia booked me for 3 nonrefundable nights when I only wanted 1.  Within 4 minutes I was on the phone with an Expedia representative.  I explained the situation, waited a while on hold and when he returned I was told that he had spoken to a manager and then ASSURED me that this would be taken care of and that they would send me a $50 certificate for my trouble.  Very, very nice. Easy. Two days later I get an email that the hotel is holding me to the reservation (not their fault). I email Expedia to explain, they tell me to call 1-800-EXPEDIA.  I call, request a supervisor, get put on hold for 10 minutes, then get disconnected.  I call back, request a supervisor and the representative says, ""IF WE GET DISCONNECTED, IS THIS THE NUMBER YOU WOULD LIKE US TO CALL YOU BACK ON?""  After 24 minutes of holding, I hangup.  Within a minute, the representative CALLS ME BACK.  I ask her to have a supervisor call me and again, I email Expedia to explain and ask for a supervisor to call.  NO JOKE, I get an email back saying that supervisors cannot make outgoing calls!  Really?  Representatives can make outgoing calls, but supervisors cannot?  I requested a direct number to speak to a supervisor.  No response.  No help.  They tell me to call the 800 number. Expedia does not want to stand behind their product.  They will not admit to a computer error.  They will not stand behind their original promise to take care of the situation, and they are making no attempt to rectify the situation. I always did all of my travel bookings with Expedia.  The site is easy to use and fortunately never needed help from them.  Now that I needed help with THEIR mistake, they are unwilling to help.   It is a scary world right now.  You may need to change plans.  It would be nice to know that Expedia has your back.  If you are away, are you going to want to spend 25 minutes on your cellphone trying to get through to Expedia?  By the way, there have been 17 emails back and forth, most of Expedia's are auto generated from telling me how much they value me and to call the 800 number. Are you going to want empty promises?  Before you book, do your homework and book with a company that provides excellent customer service. PS- They never sent the $50 certificate either...big surprise!",customer serivice
